account_id,company,industry,state,plan,tech_count,mrr,arr,contract_months,start_date,renewal_date,csm_owner,health_score,health_status,logins_last_30d,jobs_dispatched_30d,mobile_adoption_pct,nps_score,open_p1p2_tickets,last_login_date,last_qbr_date,analytics_addon,inventory_addon,portal_pro_addon,churn_risk_flag,expansion_potential
ACC-0127,Heritage Plumbing Solutions,Plumbing,IN,Starter,2,363.08,4356.96,12,2020-01-24,2021-01-18,Lena Fischer,69.8,Yellow,20,42,24,5,5,2025-05-01,,No,No,No,No,None
ACC-0128,Heritage Plumbing Partners,Plumbing,CA,Starter,4,264.15,3169.8,12,2023-09-28,2024-09-22,Felix Brennan,83.0,Green,20,26,60,7,3,2025-05-15,,No,No,No,No,Medium
ACC-0129,Apex HVAC Associates,HVAC,MO,Growth,19,751.7,9020.4,12,2022-08-16,2023-08-11,Tanya Oluoch,78.2,Green,40,7,88,9,2,2025-05-31,,Yes,No,Yes,No,Medium
ACC-0130,SwiftLine Pest Control Systems,Pest Control,GA,Pro,55,1326.47,15917.64,24,2019-09-09,2021-08-29,Tanya Oluoch,69.0,Yellow,23,34,35,2,6,2025-05-14,2025-03-22,No,No,No,No,Low
ACC-0131,Elite HVAC Partners,HVAC,TX,Growth,5,608.02,7296.24,24,2019-07-12,2021-07-01,Emma Solis,82.4,Green,32,25,72,0,1,2025-05-18,,No,Yes,No,No,None
ACC-0132,Allied Plumbing Experts,Plumbing,NV,Pro,45,1382.31,16587.72,12,2023-07-26,2024-07-20,Emma Solis,54.0,Yellow,4,4,74,6,0,2025-05-23,2025-04-08,No,Yes,No,No,Medium
ACC-0133,Metro Pest Control Technologies,Pest Control,VA,Growth,14,699.51,8394.12,12,2020-07-20,2021-07-15,Felix Brennan,79.6,Green,36,30,58,4,3,2025-04-27,,No,No,No,No,Low
ACC-0134,ProServ Other Professionals,Other,WA,Starter,4,410.62,4927.44,24,2023-09-10,2025-08-30,Emma Solis,71.8,Green,28,14,83,0,3,2025-05-02,,Yes,No,No,No,Medium
ACC-0135,OneCall Electrical Experts,Electrical,OR,Starter,1,269.84,3238.08,12,2020-05-12,2021-05-07,Lena Fischer,62.0,Yellow,37,15,20,2,3,2025-05-18,,Yes,No,No,No,High
ACC-0136,SwiftLine HVAC Professionals,HVAC,MO,Starter,2,260.15,3121.8,24,2023-04-12,2025-04-01,Omar Castillo,51.2,Yellow,0,17,98,3,6,2025-05-01,,No,No,No,No,Medium
ACC-0137,Summit Plumbing Solutions,Plumbing,PA,Growth,7,948.32,11379.84,36,2021-10-19,2024-10-03,Emma Solis,52.6,Yellow,24,8,11,2,4,2025-05-04,,Yes,Yes,No,No,High
ACC-0138,Elite Facilities Management Partners,Facilities Management,WI,Starter,4,277.15,3325.8,24,2024-04-25,2026-04-15,Omar Castillo,54.4,Yellow,25,0,47,1,3,2025-05-12,,No,No,No,No,Low
ACC-0139,Apex Pest Control Solutions,Pest Control,WI,Starter,5,410.71,4928.52,24,2021-06-30,2023-06-20,Felix Brennan,72.2,Green,30,29,36,5,5,2025-04-17,,No,Yes,No,No,High
ACC-0140,TrustWorks Plumbing Associates,Plumbing,IL,Starter,1,305.43,3665.16,12,2020-06-19,2021-06-14,Emma Solis,81.4,Green,34,29,52,1,0,2025-05-28,,No,No,No,No,Medium
ACC-0141,SwiftLine Landscaping Technologies,Landscaping,FL,Growth,13,703.41,8440.92,24,2024-07-10,2026-06-30,Felix Brennan,78.2,Green,23,39,61,4,4,2025-04-25,,No,Yes,No,No,Medium
ACC-0142,OneCall Electrical Technologies,Electrical,IL,Starter,2,385.2,4622.4,36,2022-09-15,2025-08-30,Omar Castillo,92.0,Green,21,36,85,9,2,2025-06-01,,No,Yes,Yes,No,Low
ACC-0143,OneCall Plumbing Works,Plumbing,AZ,Starter,1,307.32,3687.84,12,2024-06-08,2025-06-03,Ravi Mehta,79.2,Green,32,51,66,6,5,2025-04-30,,Yes,Yes,No,No,High
ACC-0144,Reliable Pest Control Solutions,Pest Control,VA,Pro,42,1531.18,18374.16,12,2022-05-05,2023-04-30,Emma Solis,69.4,Yellow,38,53,37,2,5,2025-04-27,2025-01-09,No,No,No,No,None
ACC-0145,SwiftLine Plumbing Technologies,Plumbing,TN,Growth,16,662.59,7951.08,12,2024-04-08,2025-04-03,Lena Fischer,77.8,Green,22,46,64,3,4,2025-05-09,,No,No,Yes,No,Low
ACC-0146,Premier Electrical Partners,Electrical,IN,Growth,5,819.51,9834.12,12,2021-04-03,2022-03-29,Sadia Islam,72.2,Green,16,32,11,9,2,2025-05-07,,Yes,No,No,No,Medium
ACC-0147,SwiftLine Other Group,Other,CA,Growth,5,926.0,11112.0,24,2024-08-12,2026-08-02,Lena Fischer,72.8,Green,31,11,70,10,6,2025-05-09,,Yes,No,No,No,Low
ACC-0148,SwiftLine HVAC Partners,HVAC,PA,Pro,46,1961.79,23541.48,12,2020-01-31,2021-01-25,Lena Fischer,78.4,Green,40,45,17,5,0,2025-04-21,2025-04-28,No,No,No,No,Low
ACC-0149,Metro Electrical Technologies,Electrical,WI,Pro,43,1699.85,20398.2,36,2024-09-08,2027-08-24,Omar Castillo,99.0,Green,26,53,95,10,0,2025-05-23,2025-02-23,Yes,Yes,No,No,None
ACC-0150,National HVAC Professionals,HVAC,OR,Starter,5,321.45,3857.4,36,2022-12-23,2025-12-07,Jordan Blake,83.6,Green,19,17,81,5,0,2025-04-18,,Yes,No,No,No,None
ACC-0151,Regional HVAC Professionals,HVAC,FL,Starter,1,284.68,3416.16,36,2022-09-23,2025-09-07,Jordan Blake,52.7,Yellow,10,50,11,3,5,2025-05-17,,No,No,No,No,Low
ACC-0152,Pinnacle Plumbing Partners,Plumbing,NC,Starter,3,283.42,3401.04,24,2020-03-14,2022-03-04,Sadia Islam,70.0,Green,26,14,34,4,1,2025-04-18,,No,No,Yes,No,High
ACC-0153,SwiftLine Plumbing Associates,Plumbing,PA,Starter,5,328.1,3937.2,36,2022-12-14,2025-11-28,Ravi Mehta,68.3,Yellow,2,60,84,6,1,2025-04-18,,No,No,No,No,Low
ACC-0154,TrustWorks Other Partners,Other,CA,Starter,5,390.62,4687.44,12,2023-11-13,2024-11-07,Emma Solis,79.2,Green,32,49,36,4,1,2025-05-25,,No,No,No,No,High
ACC-0155,Dynamic Plumbing Professionals,Plumbing,CO,Growth,17,847.24,10166.88,12,2024-06-19,2025-06-14,Sadia Islam,61.5,Yellow,6,40,55,0,1,2025-05-11,,Yes,Yes,No,No,Medium
ACC-0156,Regional Electrical Associates,Electrical,CO,Starter,1,326.34,3916.08,24,2022-11-14,2024-11-03,Omar Castillo,72.2,Green,25,30,41,4,5,2025-05-02,,No,No,Yes,No,Low
ACC-0157,Elite Landscaping Associates,Landscaping,WI,Pro,52,1363.07,16356.84,12,2021-10-20,2022-10-15,Omar Castillo,62.8,Yellow,37,1,30,8,1,2025-05-20,2024-12-08,No,Yes,No,No,None
ACC-0158,Pinnacle HVAC Partners,HVAC,AZ,Enterprise,96,5421.44,65057.28,24,2021-12-26,2023-12-16,Ravi Mehta,68.8,Yellow,29,0,94,2,1,2025-05-27,2025-03-16,No,Yes,No,No,None
ACC-0159,BlueStar HVAC Professionals,HVAC,TN,Growth,16,596.05,7152.6,12,2020-04-22,2021-04-17,Emma Solis,85.4,Green,30,35,97,6,5,2025-05-03,,No,Yes,No,No,Low
ACC-0160,OneCall Landscaping Associates,Landscaping,TX,Starter,4,381.31,4575.72,12,2024-06-13,2025-06-08,Omar Castillo,82.6,Green,38,25,78,1,2,2025-05-18,,No,Yes,No,No,Medium
ACC-0161,Elite Facilities Management Systems,Facilities Management,FL,Starter,5,352.68,4232.16,12,2021-08-24,2022-08-19,Tanya Oluoch,59.8,Yellow,8,31,34,0,1,2025-05-11,,No,No,No,No,High
ACC-0162,Summit HVAC Professionals,HVAC,FL,Starter,4,259.88,3118.56,24,2024-10-15,2026-10-05,Ravi Mehta,74.9,Green,10,25,97,8,6,2025-05-10,,Yes,No,No,No,None
ACC-0163,Reliable HVAC Group,HVAC,NV,Starter,5,317.3,3807.6,12,2021-12-18,2022-12-13,Lena Fischer,71.2,Green,25,27,16,4,3,2025-05-04,,No,No,No,No,Medium
ACC-0164,BlueStar HVAC Experts,HVAC,NV,Starter,4,341.59,4099.08,36,2021-07-25,2024-07-09,Emma Solis,51.9,Yellow,9,0,53,9,2,2025-05-03,,No,Yes,No,No,Medium
ACC-0165,Allied Facilities Management Experts,Facilities Management,NC,Starter,4,314.52,3774.24,24,2024-05-26,2026-05-16,Sadia Islam,81.6,Green,16,27,53,10,2,2025-05-21,,No,No,No,No,None
ACC-0166,Metro HVAC Experts,HVAC,NY,Growth,6,823.2,9878.4,36,2021-06-01,2024-05-16,Jordan Blake,83.0,Green,34,47,60,3,1,2025-05-24,,No,No,No,No,High
ACC-0167,Apex Plumbing Associates,Plumbing,NY,Pro,49,1842.19,22106.28,36,2020-10-12,2023-09-27,Lena Fischer,45.9,Yellow,2,4,51,5,0,2025-05-08,2024-12-22,Yes,No,No,No,High
ACC-0168,Elite HVAC Associates,HVAC,WI,Starter,3,372.82,4473.84,12,2023-07-31,2024-07-25,Omar Castillo,65.5,Yellow,7,50,34,9,2,2025-04-28,,No,No,Yes,No,Medium
ACC-0169,Pinnacle HVAC Partners,HVAC,NC,Growth,18,699.79,8397.48,12,2023-04-11,2024-04-05,Felix Brennan,76.0,Green,32,42,15,9,3,2025-06-01,,No,Yes,Yes,No,High
ACC-0170,National HVAC Technologies,HVAC,FL,Growth,19,824.47,9893.64,36,2024-11-19,2027-11-04,Sadia Islam,41.3,Yellow,6,14,38,0,5,2025-04-23,,No,No,No,No,High
ACC-0171,TrustWorks HVAC Professionals,HVAC,PA,Growth,17,777.0,9324.0,12,2022-07-17,2023-07-12,Sadia Islam,81.8,Green,21,20,54,7,1,2025-04-28,,No,No,No,No,Medium
ACC-0172,Elite Pest Control Works,Pest Control,MN,Starter,5,413.29,4959.48,24,2022-12-15,2024-12-04,Sadia Islam,58.0,Yellow,5,13,77,5,2,2025-04-19,,No,Yes,No,No,Low
ACC-0173,Summit Electrical Group,Electrical,TN,Growth,18,977.0,11724.0,12,2019-07-18,2020-07-12,Lena Fischer,74.6,Green,15,24,78,2,3,2025-05-19,,No,Yes,No,No,Low
ACC-0174,Summit Pest Control Works,Pest Control,WI,Pro,45,1727.66,20731.92,12,2021-05-21,2022-05-16,Omar Castillo,68.6,Yellow,38,17,50,5,5,2025-04-28,2024-12-17,No,Yes,No,No,High
ACC-0175,TrustWorks HVAC Solutions,HVAC,NY,Pro,48,1403.56,16842.72,12,2024-04-23,2025-04-18,Omar Castillo,58.1,Yellow,18,0,78,5,6,2025-05-08,2024-12-05,No,No,No,No,Low
ACC-0176,OneCall Electrical Group,Electrical,WA,Growth,9,828.55,9942.6,12,2022-03-27,2023-03-22,Omar Castillo,60.9,Yellow,1,20,88,3,1,2025-05-31,,No,No,No,No,Low
ACC-0177,BlueStar Pest Control Associates,Pest Control,MN,Growth,12,661.51,7938.12,36,2024-09-01,2027-08-17,Tanya Oluoch,66.8,Yellow,20,8,47,1,0,2025-05-03,,No,No,No,No,Low
ACC-0178,Premier Other Systems,Other,WI,Pro,52,1802.94,21635.28,24,2023-12-02,2025-11-21,Sadia Islam,64.3,Yellow,10,15,69,1,0,2025-05-02,2025-01-24,Yes,No,No,No,None
ACC-0179,Heritage Electrical Experts,Electrical,MN,Growth,5,762.74,9152.88,36,2024-01-21,2027-01-05,Jordan Blake,75.5,Green,18,51,60,0,2,2025-05-05,,Yes,Yes,No,No,Medium
ACC-0180,Reliable Electrical Group,Electrical,CO,Pro,27,1869.4,22432.8,24,2021-06-20,2023-06-10,Sadia Islam,69.5,Yellow,9,58,41,7,1,2025-04-21,2025-04-14,No,No,No,No,Low
ACC-0181,Apex Plumbing Solutions,Plumbing,WI,Pro,48,1546.76,18561.12,36,2021-12-09,2024-11-23,Felix Brennan,70.8,Green,36,17,86,0,6,2025-05-14,2025-04-26,No,No,No,No,Medium
ACC-0182,Elite Pest Control Systems,Pest Control,NC,Starter,5,358.39,4300.68,36,2022-01-29,2025-01-13,Lena Fischer,74.3,Green,18,9,98,2,1,2025-04-22,,No,Yes,No,No,Medium
ACC-0183,Apex HVAC Associates,HVAC,WI,Starter,3,372.74,4472.88,24,2023-08-05,2025-07-25,Omar Castillo,71.2,Green,30,39,31,5,5,2025-05-12,,No,No,No,No,Low
ACC-0184,Apex Plumbing Partners,Plumbing,NV,Pro,50,2013.79,24165.48,36,2019-06-30,2022-06-14,Emma Solis,72.0,Green,21,14,49,3,1,2025-05-25,2025-03-13,No,No,No,No,None
ACC-0185,RapidFix Facilities Management Group,Facilities Management,NC,Pro,53,2014.62,24175.44,12,2023-07-28,2024-07-22,Sadia Islam,62.5,Yellow,2,25,90,1,2,2025-04-27,2024-12-17,Yes,Yes,No,No,Low
ACC-0186,SwiftLine Facilities Management Partners,Facilities Management,FL,Starter,2,367.57,4410.84,12,2023-01-23,2024-01-18,Tanya Oluoch,66.8,Yellow,29,11,15,9,2,2025-05-20,,Yes,Yes,No,No,None
ACC-0187,OneCall HVAC Group,HVAC,MN,Starter,5,332.64,3991.68,24,2019-12-19,2021-12-08,Jordan Blake,87.2,Green,20,50,91,1,1,2025-05-27,,No,Yes,Yes,No,Low
ACC-0188,TrustWorks HVAC Services,HVAC,NC,Growth,5,817.79,9813.48,12,2024-03-29,2025-03-24,Lena Fischer,77.2,Green,12,37,91,9,6,2025-05-06,,No,No,No,No,Medium
ACC-0189,TrustWorks Plumbing Group,Plumbing,IL,Growth,14,695.72,8348.64,12,2022-05-25,2023-05-20,Sadia Islam,86.5,Green,17,43,81,8,2,2025-05-01,,Yes,No,No,No,High
ACC-0190,Summit HVAC Technologies,HVAC,PA,Starter,4,364.82,4377.84,24,2019-12-11,2021-11-30,Sadia Islam,85.6,Green,40,43,78,2,1,2025-05-13,,No,No,No,No,None
ACC-0191,Pinnacle Landscaping Associates,Landscaping,IL,Growth,11,813.67,9764.04,12,2020-04-12,2021-04-07,Ravi Mehta,64.0,Yellow,12,49,60,2,6,2025-05-12,,No,No,No,No,Medium
ACC-0192,Heritage HVAC Systems,HVAC,TX,Starter,3,315.13,3781.56,12,2021-02-17,2022-02-12,Sadia Islam,77.8,Green,20,28,49,6,4,2025-05-07,,Yes,No,No,No,Low
ACC-0193,Dynamic Pest Control Systems,Pest Control,CO,Enterprise,64,5460.81,65529.72,12,2020-07-19,2021-07-14,Felix Brennan,74.9,Green,18,53,57,0,2,2025-04-27,2024-12-10,No,Yes,No,No,Medium
ACC-0194,OneCall HVAC Technologies,HVAC,NC,Starter,3,373.02,4476.24,36,2024-09-10,2027-08-26,Lena Fischer,62.3,Yellow,2,49,94,6,5,2025-04-24,,No,Yes,Yes,No,None
ACC-0195,Dynamic HVAC Solutions,HVAC,OH,Growth,16,762.59,9151.08,12,2021-01-03,2021-12-29,Lena Fischer,53.8,Yellow,8,56,19,5,6,2025-04-25,,No,No,No,No,None
ACC-0196,Regional HVAC Professionals,HVAC,PA,Growth,13,808.16,9697.92,12,2023-12-30,2024-12-24,Jordan Blake,53.6,Yellow,8,49,18,5,6,2025-05-21,,No,No,No,No,High
ACC-0197,OneCall HVAC Services,HVAC,WI,Starter,3,296.14,3553.68,12,2023-08-10,2024-08-04,Ravi Mehta,66.2,Yellow,7,41,62,6,3,2025-05-29,,No,Yes,No,No,None
ACC-0198,SwiftLine Facilities Management Group,Facilities Management,MO,Enterprise,143,5395.22,64742.64,12,2022-03-04,2023-02-27,Sadia Islam,66.0,Yellow,40,4,19,9,0,2025-05-22,2024-12-22,Yes,No,No,No,Low
ACC-0199,National Pest Control Professionals,Pest Control,WI,Pro,47,1948.35,23380.2,24,2022-01-09,2023-12-30,Ravi Mehta,61.8,Yellow,21,4,33,10,4,2025-04-18,2025-01-12,Yes,No,No,No,None
ACC-0200,TrustWorks Plumbing Technologies,Plumbing,OR,Growth,5,680.74,8168.88,12,2021-10-22,2022-10-17,Felix Brennan,78.7,Green,14,37,96,5,4,2025-05-10,,No,Yes,No,No,Low
ACC-0201,National HVAC Technologies,HVAC,PA,Starter,5,353.14,4237.68,12,2024-02-24,2025-02-18,Ravi Mehta,66.2,Yellow,34,22,18,5,6,2025-05-20,,No,Yes,No,No,Medium
ACC-0202,Premier Landscaping Professionals,Landscaping,MN,Starter,3,258.64,3103.68,24,2024-05-02,2026-04-22,Emma Solis,61.0,Yellow,24,1,66,3,3,2025-05-07,,No,Yes,No,No,None
ACC-0203,National HVAC Systems,HVAC,PA,Starter,5,373.3,4479.6,12,2020-02-05,2021-01-30,Tanya Oluoch,73.2,Green,7,60,72,9,2,2025-05-19,,Yes,No,No,No,High
ACC-0204,Metro HVAC Systems,HVAC,AZ,Starter,4,256.81,3081.72,24,2021-07-18,2023-07-08,Omar Castillo,55.3,Yellow,6,22,56,4,6,2025-05-18,,Yes,No,No,No,High
ACC-0205,Apex Other Professionals,Other,CA,Starter,3,261.61,3139.32,12,2024-03-01,2025-02-24,Ravi Mehta,61.2,Yellow,36,0,26,8,1,2025-05-29,,No,No,No,No,Medium
ACC-0206,OneCall Facilities Management Technologies,Facilities Management,AZ,Growth,18,660.44,7925.28,24,2024-08-30,2026-08-20,Ravi Mehta,64.0,Yellow,11,23,24,2,0,2025-05-07,,No,No,No,No,None
ACC-0207,RapidFix HVAC Solutions,HVAC,IL,Pro,50,1302.36,15628.32,12,2024-04-20,2025-04-15,Omar Castillo,58.1,Yellow,2,34,58,9,5,2025-05-26,2025-04-29,No,Yes,Yes,No,High
ACC-0208,Elite HVAC Professionals,HVAC,IN,Enterprise,181,4642.84,55714.08,24,2021-09-28,2023-09-18,Lena Fischer,82.4,Green,8,54,87,10,0,2025-05-16,2025-03-31,No,No,No,No,None
ACC-0209,Heritage Pest Control Partners,Pest Control,NV,Growth,11,642.53,7710.36,12,2022-04-20,2023-04-15,Ravi Mehta,57.5,Yellow,14,42,20,1,5,2025-05-26,,No,Yes,No,No,Low
ACC-0210,Apex HVAC Associates,HVAC,CA,Pro,49,1825.18,21902.16,24,2022-04-30,2024-04-19,Felix Brennan,58.8,Yellow,8,20,64,5,5,2025-05-08,2025-04-20,No,Yes,Yes,No,Low
ACC-0211,Heritage Facilities Management Professionals,Facilities Management,PA,Growth,12,656.39,7876.68,12,2021-03-22,2022-03-17,Lena Fischer,73.8,Green,30,54,54,3,5,2025-05-03,,No,No,No,No,None
ACC-0212,Summit Electrical Works,Electrical,WI,Pro,52,2035.85,24430.2,12,2021-04-21,2022-04-16,Felix Brennan,86.4,Green,21,51,72,8,3,2025-05-16,2025-04-16,No,No,Yes,No,Low
ACC-0213,Metro Other Experts,Other,IL,Starter,1,273.93,3287.16,12,2023-05-30,2024-05-24,Ravi Mehta,76.6,Green,22,19,67,6,4,2025-05-07,,No,Yes,No,No,None
ACC-0214,RapidFix Pest Control Solutions,Pest Control,WA,Starter,5,352.97,4235.64,24,2020-04-06,2022-03-27,Jordan Blake,77.2,Green,34,23,79,3,5,2025-05-22,,Yes,No,No,No,Low
ACC-0215,Heritage Pest Control Experts,Pest Control,VA,Pro,29,1720.03,20640.36,24,2024-10-08,2026-09-28,Omar Castillo,58.8,Yellow,12,17,16,6,2,2025-05-02,2025-01-03,No,Yes,No,No,None
ACC-0216,OneCall Pest Control Solutions,Pest Control,GA,Starter,3,288.48,3461.76,24,2023-07-12,2025-07-01,Emma Solis,61.1,Yellow,3,48,62,2,1,2025-05-07,,No,No,No,No,High
ACC-0217,BlueStar HVAC Professionals,HVAC,OH,Growth,16,621.27,7455.24,12,2024-10-24,2025-10-19,Ravi Mehta,80.4,Green,25,7,84,10,1,2025-04-19,,No,No,Yes,No,None
ACC-0218,Metro Electrical Works,Electrical,NC,Growth,20,683.41,8200.92,12,2021-11-14,2022-11-09,Emma Solis,92.6,Green,34,47,88,7,1,2025-05-30,,No,No,Yes,No,High
ACC-0219,Regional HVAC Technologies,HVAC,IN,Growth,20,885.74,10628.88,24,2020-09-03,2022-08-24,Emma Solis,67.7,Yellow,5,46,87,9,6,2025-04-18,,No,No,Yes,No,None
ACC-0220,Allied HVAC Group,HVAC,IN,Pro,37,2020.06,24240.72,24,2023-01-02,2024-12-22,Sadia Islam,83.4,Green,26,42,42,5,0,2025-05-17,2024-12-04,No,Yes,No,No,Medium
ACC-0221,Summit Facilities Management Associates,Facilities Management,NY,Starter,4,346.35,4156.2,24,2024-02-10,2026-01-30,Omar Castillo,95.0,Green,38,33,95,6,0,2025-04-26,,Yes,Yes,No,No,Medium
ACC-0222,RapidFix Pest Control Services,Pest Control,TN,Growth,18,907.59,10891.08,36,2023-06-11,2026-05-26,Jordan Blake,82.2,Green,22,41,66,7,4,2025-04-22,,No,No,Yes,No,Low
ACC-0223,Regional HVAC Works,HVAC,GA,Growth,15,632.14,7585.68,24,2024-07-29,2026-07-19,Jordan Blake,73.4,Green,29,54,42,5,6,2025-05-15,,No,Yes,No,No,High
ACC-0224,OneCall Electrical Group,Electrical,CO,Growth,10,674.65,8095.8,24,2023-09-26,2025-09-15,Sadia Islam,72.8,Green,25,48,54,2,6,2025-05-10,,No,No,No,No,None
ACC-0225,National HVAC Professionals,HVAC,WA,Pro,45,1532.14,18385.68,36,2022-03-15,2025-02-27,Ravi Mehta,71.2,Green,24,12,43,7,2,2025-05-22,2025-03-20,No,Yes,Yes,No,Low
ACC-0226,Metro Landscaping Associates,Landscaping,TN,Growth,14,885.09,10621.08,12,2022-06-07,2023-06-02,Omar Castillo,76.8,Green,39,44,19,3,0,2025-05-16,,No,No,No,No,Medium
ACC-0227,SwiftLine Landscaping Solutions,Landscaping,NC,Starter,1,393.11,4717.32,12,2023-07-17,2024-07-11,Emma Solis,72.4,Green,20,14,66,0,1,2025-05-31,,No,Yes,No,No,Low
ACC-0228,SwiftLine Plumbing Associates,Plumbing,PA,Pro,33,1394.01,16728.12,12,2021-01-28,2022-01-23,Jordan Blake,81.2,Green,39,30,66,6,4,2025-05-06,2025-03-16,No,No,No,No,Medium
ACC-0229,ProServ Other Experts,Other,OR,Growth,13,759.97,9119.64,12,2021-06-16,2022-06-11,Sadia Islam,69.4,Yellow,34,22,19,2,2,2025-05-24,,Yes,No,No,No,Medium
ACC-0230,TrustWorks Facilities Management Professionals,Facilities Management,OR,Starter,2,372.57,4470.84,36,2023-06-09,2026-05-24,Tanya Oluoch,74.2,Green,29,17,83,0,3,2025-05-05,,Yes,Yes,Yes,No,High
ACC-0231,Allied HVAC Associates,HVAC,IN,Growth,16,777.39,9328.68,12,2023-05-17,2024-05-11,Emma Solis,67.2,Yellow,22,4,45,9,2,2025-05-05,,No,No,No,No,High
ACC-0232,National Pest Control Services,Pest Control,NV,Starter,3,308.51,3702.12,24,2022-08-11,2024-07-31,Omar Castillo,74.0,Green,9,49,79,10,4,2025-05-29,,No,No,Yes,No,None
ACC-0233,Summit Electrical Works,Electrical,FL,Growth,10,875.78,10509.36,24,2020-10-22,2022-10-12,Ravi Mehta,55.2,Yellow,11,1,93,7,5,2025-05-26,,No,No,No,No,High
ACC-0234,Pinnacle Plumbing Partners,Plumbing,TN,Starter,3,284.24,3410.88,12,2021-02-27,2022-02-22,Ravi Mehta,85.4,Green,27,56,42,7,0,2025-05-20,,No,No,Yes,No,Medium
ACC-0235,Allied HVAC Services,HVAC,CO,Growth,13,601.99,7223.88,12,2022-10-24,2023-10-19,Jordan Blake,53.0,Yellow,23,6,31,0,4,2025-05-08,,No,Yes,No,No,None
ACC-0236,TrustWorks HVAC Solutions,HVAC,WI,Enterprise,187,3989.93,47879.16,12,2020-08-21,2021-08-16,Emma Solis,74.7,Green,9,38,57,9,1,2025-05-23,2025-01-09,Yes,No,Yes,No,None
ACC-0237,National HVAC Professionals,HVAC,MO,Pro,38,1363.01,16356.12,12,2023-03-30,2024-03-24,Ravi Mehta,66.3,Yellow,6,31,34,9,1,2025-05-08,2025-01-08,Yes,No,Yes,No,Medium
ACC-0238,Summit HVAC Experts,HVAC,FL,Starter,4,285.12,3421.44,12,2021-09-05,2022-08-31,Sadia Islam,63.0,Yellow,3,58,71,10,5,2025-04-20,,No,No,No,No,Low
ACC-0239,OneCall HVAC Group,HVAC,CO,Starter,2,302.33,3627.96,24,2022-12-04,2024-11-23,Omar Castillo,80.2,Green,27,24,20,7,0,2025-04-27,,No,No,No,No,Medium
ACC-0240,SwiftLine Facilities Management Solutions,Facilities Management,CO,Growth,14,890.5,10686.0,12,2023-05-02,2024-04-26,Jordan Blake,60.2,Yellow,12,60,21,4,4,2025-05-29,,Yes,Yes,No,No,High
ACC-0241,Summit Other Professionals,Other,IL,Starter,1,389.62,4675.44,24,2023-04-02,2025-03-22,Ravi Mehta,85.8,Green,32,23,97,0,1,2025-05-18,,No,Yes,No,No,High
ACC-0242,National Electrical Solutions,Electrical,TN,Starter,1,261.59,3139.08,12,2021-07-21,2022-07-16,Emma Solis,55.5,Yellow,18,0,40,10,6,2025-05-18,,No,No,Yes,No,Low
ACC-0243,Allied HVAC Systems,HVAC,VA,Starter,3,399.19,4790.28,36,2021-10-13,2024-09-27,Felix Brennan,77.8,Green,13,60,93,4,3,2025-05-08,,No,Yes,No,No,Medium
ACC-0244,Pinnacle Electrical Professionals,Electrical,FL,Growth,17,610.22,7322.64,24,2023-09-19,2025-09-08,Ravi Mehta,64.9,Yellow,14,4,91,1,0,2025-05-21,,No,Yes,No,No,High
ACC-0245,OneCall HVAC Technologies,HVAC,OH,Starter,5,297.15,3565.8,12,2023-09-06,2024-08-31,Omar Castillo,62.2,Yellow,12,60,21,8,6,2025-04-29,,Yes,No,No,No,None
ACC-0246,Apex HVAC Professionals,HVAC,NV,Starter,4,284.49,3413.88,36,2023-09-09,2026-08-24,Emma Solis,80.3,Green,15,27,88,5,3,2025-05-30,,No,Yes,No,No,None
ACC-0247,Heritage Landscaping Solutions,Landscaping,AZ,Growth,15,924.58,11094.96,12,2020-10-26,2021-10-21,Sadia Islam,72.0,Green,29,12,92,0,3,2025-04-30,,Yes,Yes,No,No,Low
ACC-0248,Premier Pest Control Group,Pest Control,FL,Starter,1,397.44,4769.28,12,2019-10-21,2020-10-15,Felix Brennan,67.6,Yellow,35,10,28,8,2,2025-05-06,,Yes,No,No,No,Medium
ACC-0249,ProServ HVAC Services,HVAC,OR,Starter,1,366.69,4400.28,24,2019-06-13,2021-06-02,Jordan Blake,73.2,Green,36,3,59,9,0,2025-04-28,,Yes,Yes,No,No,High
ACC-0250,OneCall Electrical Solutions,Electrical,MN,Starter,4,403.84,4846.08,36,2020-09-29,2023-09-14,Lena Fischer,77.6,Green,39,16,54,10,3,2025-04-28,,No,Yes,No,No,Medium
ACC-0251,TrustWorks HVAC Systems,HVAC,MO,Growth,17,978.27,11739.24,12,2024-05-11,2025-05-06,Sadia Islam,57.9,Yellow,1,27,48,2,0,2025-05-18,,No,Yes,No,No,Low
ACC-0252,Heritage Plumbing Solutions,Plumbing,WI,Enterprise,166,4633.94,55607.28,24,2021-12-13,2023-12-03,Omar Castillo,74.0,Green,29,23,53,5,5,2025-05-19,2025-03-01,No,No,No,No,Low
ACC-0253,Summit Pest Control Experts,Pest Control,MN,Enterprise,153,5649.82,67797.84,24,2022-06-27,2024-06-16,Sadia Islam,67.2,Yellow,19,13,60,2,3,2025-05-13,2025-01-17,Yes,Yes,No,No,Medium
ACC-0254,Pinnacle HVAC Partners,HVAC,OR,Growth,17,954.43,11453.16,12,2021-11-01,2022-10-27,Lena Fischer,51.5,Yellow,1,44,36,6,4,2025-05-23,,No,No,No,No,Low
ACC-0255,Allied Plumbing Services,Plumbing,CO,Starter,2,379.56,4554.72,12,2022-02-21,2023-02-16,Jordan Blake,57.1,Yellow,6,50,18,1,0,2025-05-27,,No,No,No,No,Low
