onboarding_id,account_id,company,plan,csm_owner,kickoff_date,go_live_date,target_days_to_value,actual_days_to_value,on_time,delay_days,primary_delay_reason,current_phase,completed,kickoff_call_held,data_migration_complete,quickbooks_connected,tech_app_adopted,first_invoice_sent,health_score_at_day30,nps_at_day30
ONB-0141,ACC-0343,Metro HVAC Services,Growth,Jordan Blake,2022-09-16,2022-10-16,21,30,No,9,Technician app resistance,Data Migration,No,No,Yes,Yes,Yes,No,69.0,3
ONB-0142,ACC-0551,Premier Electrical Professionals,Growth,Emma Solis,2023-02-16,2023-04-17,21,60,No,39,Technician app resistance,Configuration,No,Yes,Yes,Yes,No,No,80.8,4
ONB-0143,ACC-0591,Apex Electrical Technologies,Starter,Omar Castillo,2023-05-23,2023-06-13,21,21,Yes,0,None,Completed,Yes,Yes,Yes,No,No,Yes,70.8,8
ONB-0144,ACC-0016,SwiftLine Pest Control Experts,Growth,Jordan Blake,2022-12-22,2023-01-16,21,25,No,4,Customer unresponsive,Configuration,No,Yes,Yes,Yes,Yes,Yes,69.0,7
ONB-0145,ACC-0507,Metro Landscaping Solutions,Enterprise,Emma Solis,2023-08-24,2023-09-11,21,18,Yes,0,None,Go-Live,No,No,Yes,No,Yes,Yes,77.6,4
ONB-0146,ACC-0317,Elite HVAC Systems,Pro,Tanya Oluoch,2023-04-25,2023-06-02,21,38,No,17,None,Configuration,No,Yes,Yes,Yes,No,No,46.0,3
ONB-0147,ACC-0049,Allied Electrical Associates,Starter,Emma Solis,2022-06-21,2022-07-16,21,25,No,4,Technician app resistance,Go-Live,No,Yes,Yes,No,No,Yes,46.9,1
ONB-0148,ACC-0440,Pinnacle HVAC Professionals,Starter,Tanya Oluoch,2024-04-21,2024-05-21,21,30,No,9,QuickBooks sync failure,Completed,Yes,Yes,Yes,Yes,No,No,53.7,8
ONB-0149,ACC-0402,BlueStar Electrical Solutions,Growth,Jordan Blake,2023-07-23,2023-08-06,21,14,Yes,0,None,Go-Live,No,No,No,Yes,No,Yes,80.8,9
ONB-0150,ACC-0593,Apex Plumbing Professionals,Growth,Sadia Islam,2024-08-09,2024-08-27,21,18,Yes,0,None,Completed,Yes,Yes,Yes,Yes,No,Yes,58.4,2
ONB-0151,ACC-0030,Premier HVAC Group,Starter,Ravi Mehta,2024-07-31,2024-08-30,21,30,No,9,QuickBooks sync failure,Completed,Yes,Yes,Yes,Yes,No,No,74.6,6
ONB-0152,ACC-0626,SwiftLine Pest Control Technologies,Starter,Ravi Mehta,2022-11-16,2022-12-24,21,38,No,17,Champion left – restart required,Integrations,No,Yes,Yes,Yes,No,No,76.8,8
ONB-0153,ACC-0367,ProServ Plumbing Experts,Pro,Emma Solis,2024-08-19,2024-09-18,21,30,No,9,None,Go-Live,No,Yes,Yes,Yes,No,No,67.0,4
ONB-0154,ACC-0532,SwiftLine Other Services,Starter,Lena Fischer,2024-03-20,2024-04-10,21,21,Yes,0,None,Training,No,Yes,Yes,No,No,Yes,48.5,2
ONB-0155,ACC-0425,Regional Plumbing Associates,Pro,Omar Castillo,2024-06-20,2024-07-08,21,18,Yes,0,None,Go-Live,No,Yes,Yes,No,Yes,Yes,83.0,3
ONB-0156,ACC-0214,RapidFix Pest Control Solutions,Starter,Jordan Blake,2024-02-28,2024-03-20,21,21,Yes,0,None,Data Migration,No,Yes,Yes,Yes,Yes,Yes,77.2,3
ONB-0157,ACC-0128,Heritage Plumbing Partners,Starter,Felix Brennan,2023-04-02,2023-05-02,21,30,No,9,Customer unresponsive,Configuration,No,Yes,Yes,No,Yes,No,83.0,7
ONB-0158,ACC-0137,Summit Plumbing Solutions,Growth,Emma Solis,2024-03-22,2024-04-12,21,21,Yes,0,None,Configuration,No,Yes,Yes,Yes,No,Yes,52.6,2
ONB-0159,ACC-0631,Elite HVAC Systems,Growth,Sadia Islam,2024-05-27,2024-06-21,21,25,No,4,Champion left – restart required,Completed,Yes,Yes,Yes,Yes,No,Yes,47.6,1
ONB-0160,ACC-0236,TrustWorks HVAC Solutions,Enterprise,Emma Solis,2023-08-22,2023-10-09,21,48,No,27,Champion left – restart required,Kickoff,No,Yes,Yes,Yes,No,No,74.7,9
ONB-0161,ACC-0158,Pinnacle HVAC Partners,Enterprise,Ravi Mehta,2022-07-09,2022-07-30,21,21,Yes,0,None,Completed,Yes,Yes,Yes,Yes,Yes,Yes,68.8,2
ONB-0162,ACC-0322,Apex HVAC Partners,Pro,Jordan Blake,2024-03-17,2024-04-16,21,30,No,9,None,Integrations,No,Yes,Yes,Yes,Yes,No,62.4,4
ONB-0163,ACC-0395,Elite Plumbing Solutions,Growth,Sadia Islam,2023-03-05,2023-03-26,21,21,Yes,0,None,Go-Live,No,Yes,Yes,Yes,No,Yes,61.4,4
ONB-0164,ACC-0509,Allied HVAC Associates,Starter,Lena Fischer,2023-09-26,2023-10-21,21,25,No,4,Champion left – restart required,Configuration,No,Yes,Yes,No,Yes,Yes,62.5,8
ONB-0165,ACC-0042,National HVAC Associates,Starter,Omar Castillo,2023-09-13,2023-10-08,21,25,No,4,Customer unresponsive,Integrations,No,No,Yes,Yes,No,Yes,67.4,1
ONB-0166,ACC-0259,OneCall Landscaping Services,Growth,Tanya Oluoch,2023-02-13,2023-04-14,21,60,No,39,Champion left – restart required,Training,No,Yes,Yes,Yes,No,No,72.4,1
ONB-0167,ACC-0008,Apex Facilities Management Works,Pro,Omar Castillo,2024-03-10,2024-04-04,21,25,No,4,None,Go-Live,No,Yes,Yes,Yes,No,Yes,43.2,0
ONB-0168,ACC-0623,Pinnacle Landscaping Group,Starter,Ravi Mehta,2023-01-11,2023-02-01,21,21,Yes,0,None,Completed,Yes,Yes,Yes,No,Yes,Yes,82.8,2
ONB-0169,ACC-0136,SwiftLine HVAC Professionals,Starter,Omar Castillo,2023-09-09,2023-10-09,21,30,No,9,Customer unresponsive,Training,No,Yes,Yes,Yes,Yes,No,51.2,3
ONB-0170,ACC-0456,Regional Landscaping Professionals,Growth,Lena Fischer,2024-08-19,2024-09-13,21,25,No,4,Customer unresponsive,Completed,Yes,Yes,Yes,Yes,No,Yes,88.8,9
ONB-0171,ACC-0397,National HVAC Technologies,Growth,Jordan Blake,2024-03-20,2024-04-10,21,21,Yes,0,None,Kickoff,No,Yes,Yes,Yes,Yes,Yes,83.6,7
ONB-0172,ACC-0069,RapidFix Plumbing Experts,Starter,Omar Castillo,2022-11-02,2022-12-02,21,30,No,9,QuickBooks sync failure,Go-Live,No,Yes,Yes,Yes,No,No,67.6,5
ONB-0173,ACC-0570,Heritage Electrical Works,Starter,Felix Brennan,2023-06-26,2023-07-26,21,30,No,9,Technician app resistance,Kickoff,No,Yes,Yes,No,Yes,No,54.0,1
ONB-0174,ACC-0546,Regional Facilities Management Experts,Growth,Lena Fischer,2024-01-22,2024-02-16,21,25,No,4,Customer unresponsive,Kickoff,No,Yes,Yes,Yes,No,Yes,80.0,10
ONB-0175,ACC-0079,Regional Plumbing Partners,Starter,Sadia Islam,2022-06-21,2022-07-21,21,30,No,9,Customer unresponsive,Go-Live,No,Yes,Yes,Yes,Yes,No,67.6,7
ONB-0176,ACC-0081,Reliable Plumbing Solutions,Starter,Felix Brennan,2024-06-30,2024-07-30,21,30,No,9,None,Go-Live,No,Yes,Yes,No,Yes,No,88.2,2
ONB-0177,ACC-0637,BlueStar Plumbing Systems,Pro,Felix Brennan,2023-07-06,2023-08-23,21,48,No,27,Data migration issues,Completed,Yes,Yes,Yes,Yes,No,No,68.4,4
ONB-0178,ACC-0474,RapidFix Landscaping Associates,Starter,Omar Castillo,2024-08-02,2024-08-27,21,25,No,4,Data migration issues,Completed,Yes,Yes,Yes,No,Yes,Yes,84.0,2
ONB-0179,ACC-0162,Summit HVAC Professionals,Starter,Ravi Mehta,2022-07-16,2022-08-10,21,25,No,4,None,Integrations,No,Yes,Yes,No,Yes,Yes,74.9,8
ONB-0180,ACC-0400,Metro Pest Control Partners,Starter,Jordan Blake,2023-08-13,2023-08-27,21,14,Yes,0,None,Go-Live,No,Yes,No,Yes,Yes,Yes,83.8,9
ONB-0181,ACC-0445,Reliable Pest Control Experts,Pro,Jordan Blake,2023-11-21,2023-12-21,21,30,No,9,None,Kickoff,No,Yes,Yes,Yes,No,No,66.0,0
ONB-0182,ACC-0289,Metro Facilities Management Systems,Growth,Lena Fischer,2022-07-20,2022-08-19,21,30,No,9,Customer unresponsive,Training,No,Yes,Yes,Yes,Yes,No,69.6,2
ONB-0183,ACC-0245,OneCall HVAC Technologies,Starter,Omar Castillo,2023-08-01,2023-08-31,21,30,No,9,Data migration issues,Data Migration,No,No,Yes,Yes,No,No,62.2,8
ONB-0184,ACC-0449,Summit HVAC Group,Starter,Ravi Mehta,2023-05-26,2023-07-25,21,60,No,39,QuickBooks sync failure,Integrations,No,Yes,Yes,No,Yes,No,61.8,10
ONB-0185,ACC-0177,BlueStar Pest Control Associates,Growth,Tanya Oluoch,2024-08-28,2024-09-15,21,18,Yes,0,None,Training,No,Yes,Yes,Yes,No,Yes,66.8,1
ONB-0186,ACC-0234,Pinnacle Plumbing Partners,Starter,Ravi Mehta,2022-10-08,2022-10-29,21,21,Yes,0,None,Integrations,No,Yes,Yes,Yes,No,Yes,85.4,7
ONB-0187,ACC-0536,ProServ Pest Control Solutions,Starter,Tanya Oluoch,2023-06-16,2023-06-30,21,14,Yes,0,None,Configuration,No,Yes,No,Yes,Yes,Yes,72.0,2
ONB-0188,ACC-0110,Premier HVAC Technologies,Growth,Tanya Oluoch,2023-08-25,2023-09-19,21,25,No,4,Champion left – restart required,Kickoff,No,Yes,Yes,Yes,No,Yes,63.4,9
ONB-0189,ACC-0398,SwiftLine Plumbing Solutions,Starter,Lena Fischer,2023-10-30,2023-11-17,21,18,Yes,0,None,Data Migration,No,Yes,Yes,Yes,Yes,Yes,80.4,6
ONB-0190,ACC-0423,Premier Facilities Management Experts,Growth,Ravi Mehta,2023-07-28,2023-08-22,21,25,No,4,QuickBooks sync failure,Training,No,No,Yes,Yes,Yes,Yes,83.6,3
ONB-0191,ACC-0222,RapidFix Pest Control Services,Growth,Jordan Blake,2022-10-16,2022-11-23,21,38,No,17,Customer unresponsive,Integrations,No,Yes,Yes,Yes,Yes,No,82.2,7
ONB-0192,ACC-0285,TrustWorks Facilities Management Services,Pro,Felix Brennan,2023-12-30,2024-02-06,21,38,No,17,None,Kickoff,No,Yes,Yes,Yes,Yes,No,78.2,4
ONB-0193,ACC-0514,RapidFix HVAC Professionals,Enterprise,Sadia Islam,2024-07-25,2024-08-19,21,25,No,4,Technician app resistance,Data Migration,No,Yes,Yes,Yes,Yes,Yes,69.1,2
ONB-0194,ACC-0335,Elite HVAC Partners,Starter,Felix Brennan,2024-05-10,2024-07-09,21,60,No,39,Customer unresponsive,Data Migration,No,Yes,Yes,No,Yes,No,74.2,0
ONB-0195,ACC-0385,ProServ Plumbing Solutions,Growth,Tanya Oluoch,2023-05-14,2023-06-13,21,30,No,9,Data migration issues,Go-Live,No,Yes,Yes,Yes,No,No,75.6,6
ONB-0196,ACC-0096,RapidFix Electrical Partners,Growth,Omar Castillo,2023-05-07,2023-06-14,21,38,No,17,QuickBooks sync failure,Go-Live,No,Yes,Yes,Yes,No,No,46.0,2
ONB-0197,ACC-0257,Premier Electrical Solutions,Starter,Tanya Oluoch,2022-10-14,2022-12-01,21,48,No,27,Champion left – restart required,Data Migration,No,Yes,Yes,Yes,No,No,66.3,7
ONB-0198,ACC-0550,Summit Plumbing Partners,Starter,Lena Fischer,2024-09-21,2024-10-21,21,30,No,9,Customer unresponsive,Configuration,No,Yes,Yes,Yes,No,No,55.6,5
ONB-0199,ACC-0246,Apex HVAC Professionals,Starter,Emma Solis,2023-01-05,2023-01-30,21,25,No,4,QuickBooks sync failure,Training,No,Yes,Yes,No,Yes,Yes,80.3,5
ONB-0200,ACC-0194,OneCall HVAC Technologies,Starter,Lena Fischer,2023-07-11,2023-08-05,21,25,No,4,QuickBooks sync failure,Completed,Yes,Yes,Yes,No,Yes,Yes,62.3,6
ONB-0201,ACC-0471,Summit HVAC Works,Growth,Emma Solis,2022-08-16,2022-10-03,21,48,No,27,Data migration issues,Data Migration,No,Yes,Yes,Yes,No,No,72.2,9
ONB-0202,ACC-0231,Allied HVAC Associates,Growth,Emma Solis,2023-10-19,2023-11-09,21,21,Yes,0,None,Training,No,Yes,Yes,Yes,No,Yes,67.2,9
ONB-0203,ACC-0185,RapidFix Facilities Management Group,Pro,Sadia Islam,2023-10-22,2023-11-05,21,14,Yes,0,None,Kickoff,No,Yes,No,No,Yes,Yes,62.5,1
ONB-0204,ACC-0373,Premier Electrical Solutions,Pro,Jordan Blake,2023-12-11,2023-12-25,21,14,Yes,0,None,Completed,Yes,Yes,No,Yes,No,Yes,62.2,2
ONB-0205,ACC-0183,Apex HVAC Associates,Starter,Omar Castillo,2023-10-18,2023-11-12,21,25,No,4,Customer unresponsive,Kickoff,No,No,Yes,Yes,No,Yes,71.2,5
ONB-0206,ACC-0178,Premier Other Systems,Pro,Sadia Islam,2024-08-30,2024-10-17,21,48,No,27,Champion left – restart required,Configuration,No,Yes,Yes,Yes,Yes,No,64.3,1
ONB-0207,ACC-0072,Reliable HVAC Experts,Starter,Omar Castillo,2023-02-19,2023-04-08,21,48,No,27,Technician app resistance,Kickoff,No,Yes,Yes,Yes,No,No,65.2,6
ONB-0208,ACC-0170,National HVAC Technologies,Growth,Sadia Islam,2024-01-12,2024-02-06,21,25,No,4,Technician app resistance,Go-Live,No,Yes,Yes,Yes,No,Yes,41.3,0
ONB-0209,ACC-0261,OneCall HVAC Systems,Growth,Jordan Blake,2024-09-03,2024-10-11,21,38,No,17,Customer unresponsive,Integrations,No,Yes,Yes,Yes,No,No,64.4,6
ONB-0210,ACC-0212,Summit Electrical Works,Pro,Felix Brennan,2023-12-29,2024-01-12,21,14,Yes,0,None,Integrations,No,Yes,No,No,Yes,Yes,86.4,8
ONB-0211,ACC-0286,Pinnacle Facilities Management Professionals,Starter,Omar Castillo,2024-02-04,2024-02-18,21,14,Yes,0,None,Configuration,No,Yes,No,No,Yes,Yes,81.0,9
ONB-0212,ACC-0596,Pinnacle Plumbing Systems,Growth,Tanya Oluoch,2024-07-02,2024-08-01,21,30,No,9,Technician app resistance,Go-Live,No,Yes,Yes,Yes,No,No,77.4,9
ONB-0213,ACC-0197,OneCall HVAC Services,Starter,Ravi Mehta,2024-03-24,2024-04-11,21,18,Yes,0,None,Go-Live,No,Yes,Yes,No,Yes,Yes,66.2,6
ONB-0214,ACC-0588,Apex Pest Control Services,Pro,Ravi Mehta,2024-05-07,2024-06-14,21,38,No,17,Technician app resistance,Configuration,No,Yes,Yes,Yes,No,No,46.0,4
ONB-0215,ACC-0438,SwiftLine Electrical Professionals,Growth,Tanya Oluoch,2022-06-20,2022-07-11,21,21,Yes,0,None,Completed,Yes,Yes,Yes,Yes,Yes,Yes,77.2,2
ONB-0216,ACC-0013,Regional Landscaping Associates,Starter,Jordan Blake,2022-07-09,2022-07-30,21,21,Yes,0,None,Integrations,No,No,Yes,Yes,No,Yes,76.2,5
ONB-0217,ACC-0372,ProServ Electrical Associates,Growth,Omar Castillo,2023-11-18,2023-12-18,21,30,No,9,Technician app resistance,Data Migration,No,Yes,Yes,Yes,No,No,59.0,8
ONB-0218,ACC-0219,Regional HVAC Technologies,Growth,Emma Solis,2024-01-20,2024-02-07,21,18,Yes,0,None,Kickoff,No,Yes,Yes,No,Yes,Yes,67.7,9
ONB-0219,ACC-0391,National HVAC Systems,Growth,Jordan Blake,2023-06-28,2023-07-23,21,25,No,4,Technician app resistance,Data Migration,No,Yes,Yes,Yes,Yes,Yes,53.6,8
ONB-0220,ACC-0428,RapidFix Pest Control Associates,Growth,Tanya Oluoch,2024-03-01,2024-03-31,21,30,No,9,Data migration issues,Completed,Yes,Yes,Yes,Yes,Yes,No,77.5,1
ONB-0221,ACC-0483,Dynamic HVAC Partners,Starter,Omar Castillo,2024-01-21,2024-02-15,21,25,No,4,QuickBooks sync failure,Data Migration,No,Yes,Yes,Yes,Yes,Yes,78.4,0
ONB-0222,ACC-0444,OneCall HVAC Works,Starter,Lena Fischer,2023-11-28,2023-12-12,21,14,Yes,0,None,Configuration,No,Yes,No,No,Yes,Yes,83.6,1
ONB-0223,ACC-0561,BlueStar Other Works,Growth,Omar Castillo,2023-07-26,2023-08-13,21,18,Yes,0,None,Go-Live,No,Yes,Yes,No,No,Yes,73.6,6
ONB-0224,ACC-0269,Apex Plumbing Works,Growth,Lena Fischer,2023-01-16,2023-02-23,21,38,No,17,Data migration issues,Go-Live,No,Yes,Yes,Yes,No,No,61.2,6
ONB-0225,ACC-0086,ProServ Electrical Solutions,Starter,Tanya Oluoch,2023-08-26,2023-10-13,21,48,No,27,Technician app resistance,Completed,Yes,Yes,Yes,Yes,Yes,No,78.4,7
ONB-0226,ACC-0604,OneCall HVAC Experts,Starter,Felix Brennan,2024-02-26,2024-04-26,21,60,No,39,Customer unresponsive,Training,No,Yes,Yes,No,No,No,59.2,4
ONB-0227,ACC-0206,OneCall Facilities Management Technologies,Growth,Ravi Mehta,2023-01-15,2023-02-22,21,38,No,17,Technician app resistance,Training,No,Yes,Yes,Yes,No,No,64.0,2
ONB-0228,ACC-0159,BlueStar HVAC Professionals,Growth,Emma Solis,2023-07-07,2023-08-14,21,38,No,17,Customer unresponsive,Training,No,Yes,Yes,Yes,Yes,No,85.4,6
ONB-0229,ACC-0262,Reliable Plumbing Group,Starter,Sadia Islam,2024-03-31,2024-04-21,21,21,Yes,0,None,Go-Live,No,Yes,Yes,Yes,No,Yes,74.8,7
ONB-0230,ACC-0243,Allied HVAC Systems,Starter,Felix Brennan,2022-11-10,2022-12-01,21,21,Yes,0,None,Training,No,Yes,Yes,No,Yes,Yes,77.8,4
ONB-0231,ACC-0572,TrustWorks Plumbing Partners,Enterprise,Lena Fischer,2023-12-03,2024-01-20,21,48,No,27,QuickBooks sync failure,Configuration,No,Yes,Yes,Yes,Yes,No,80.8,7
ONB-0232,ACC-0115,Dynamic HVAC Works,Pro,Tanya Oluoch,2023-03-30,2023-04-24,21,25,No,4,None,Kickoff,No,Yes,Yes,Yes,No,Yes,67.8,3
ONB-0233,ACC-0568,TrustWorks HVAC Systems,Starter,Omar Castillo,2024-08-17,2024-10-16,21,60,No,39,Data migration issues,Kickoff,No,Yes,Yes,No,Yes,No,83.8,8
ONB-0234,ACC-0027,Pinnacle Facilities Management Systems,Growth,Omar Castillo,2023-10-17,2023-11-11,21,25,No,4,Customer unresponsive,Completed,Yes,Yes,Yes,Yes,No,Yes,60.6,5
ONB-0235,ACC-0508,National Electrical Experts,Starter,Felix Brennan,2024-02-14,2024-03-10,21,25,No,4,Customer unresponsive,Kickoff,No,Yes,Yes,No,No,Yes,55.4,9
ONB-0236,ACC-0090,Pinnacle HVAC Works,Starter,Ravi Mehta,2023-04-21,2023-05-16,21,25,No,4,Champion left – restart required,Integrations,No,Yes,Yes,Yes,Yes,Yes,87.6,4
ONB-0237,ACC-0176,OneCall Electrical Group,Growth,Omar Castillo,2024-05-23,2024-06-13,21,21,Yes,0,None,Go-Live,No,Yes,Yes,Yes,Yes,Yes,60.9,3
ONB-0238,ACC-0181,Apex Plumbing Solutions,Pro,Felix Brennan,2023-08-06,2023-08-31,21,25,No,4,Data migration issues,Completed,Yes,Yes,Yes,Yes,Yes,Yes,70.8,0
ONB-0239,ACC-0134,ProServ Other Professionals,Starter,Emma Solis,2023-12-23,2024-01-30,21,38,No,17,QuickBooks sync failure,Go-Live,No,Yes,Yes,Yes,Yes,No,71.8,0
ONB-0240,ACC-0208,Elite HVAC Professionals,Enterprise,Lena Fischer,2024-03-05,2024-04-04,21,30,No,9,None,Data Migration,No,Yes,Yes,Yes,Yes,No,82.4,10
ONB-0241,ACC-0482,Allied Other Services,Starter,Sadia Islam,2022-06-19,2022-07-19,21,30,No,9,Champion left – restart required,Training,No,Yes,Yes,Yes,No,No,73.4,6
ONB-0242,ACC-0472,Heritage Pest Control Solutions,Growth,Emma Solis,2024-07-04,2024-07-25,21,21,Yes,0,None,Integrations,No,Yes,Yes,Yes,Yes,Yes,88.8,10
ONB-0243,ACC-0175,TrustWorks HVAC Solutions,Pro,Omar Castillo,2022-06-24,2022-07-19,21,25,No,4,QuickBooks sync failure,Data Migration,No,Yes,Yes,Yes,Yes,Yes,58.1,5
ONB-0244,ACC-0454,Premier Plumbing Solutions,Starter,Ravi Mehta,2023-07-06,2023-09-04,21,60,No,39,Data migration issues,Training,No,Yes,Yes,No,Yes,No,80.4,7
ONB-0245,ACC-0123,Reliable Pest Control Professionals,Enterprise,Tanya Oluoch,2023-01-17,2023-02-07,21,21,Yes,0,None,Training,No,Yes,Yes,Yes,No,Yes,56.0,8
ONB-0246,ACC-0147,SwiftLine Other Group,Growth,Lena Fischer,2023-01-15,2023-03-04,21,48,No,27,QuickBooks sync failure,Go-Live,No,Yes,Yes,Yes,Yes,No,72.8,10
ONB-0247,ACC-0228,SwiftLine Plumbing Associates,Pro,Jordan Blake,2022-06-23,2022-07-18,21,25,No,4,Technician app resistance,Training,No,Yes,Yes,Yes,Yes,Yes,81.2,6
ONB-0248,ACC-0319,National Plumbing Works,Growth,Omar Castillo,2022-09-15,2022-10-15,21,30,No,9,QuickBooks sync failure,Go-Live,No,Yes,Yes,Yes,Yes,No,70.7,3
ONB-0249,ACC-0577,SwiftLine Plumbing Solutions,Starter,Felix Brennan,2023-10-22,2023-11-16,21,25,No,4,Customer unresponsive,Kickoff,No,Yes,Yes,Yes,Yes,Yes,65.5,10
ONB-0250,ACC-0584,Reliable Electrical Technologies,Starter,Emma Solis,2023-01-31,2023-03-20,21,48,No,27,QuickBooks sync failure,Completed,Yes,Yes,Yes,Yes,No,No,74.2,1
ONB-0251,ACC-0070,Pinnacle HVAC Partners,Pro,Tanya Oluoch,2024-02-11,2024-03-07,21,25,No,4,Champion left – restart required,Go-Live,No,Yes,Yes,Yes,No,Yes,61.2,4
ONB-0252,ACC-0300,SwiftLine Pest Control Services,Growth,Ravi Mehta,2023-05-22,2023-06-12,21,21,Yes,0,None,Kickoff,No,Yes,Yes,Yes,Yes,Yes,86.4,9
ONB-0253,ACC-0399,RapidFix Landscaping Solutions,Starter,Sadia Islam,2022-12-22,2023-01-29,21,38,No,17,Champion left – restart required,Training,No,Yes,Yes,No,Yes,No,77.0,10
ONB-0254,ACC-0326,RapidFix HVAC Works,Enterprise,Omar Castillo,2024-07-10,2024-08-27,21,48,No,27,QuickBooks sync failure,Configuration,No,Yes,Yes,Yes,Yes,No,84.2,8
ONB-0255,ACC-0321,RapidFix HVAC Associates,Starter,Lena Fischer,2022-06-25,2022-07-20,21,25,No,4,QuickBooks sync failure,Configuration,No,Yes,Yes,Yes,No,Yes,52.1,9
ONB-0256,ACC-0392,Apex HVAC Associates,Pro,Emma Solis,2022-07-17,2022-08-24,21,38,No,17,Champion left – restart required,Data Migration,No,Yes,Yes,Yes,Yes,No,75.6,1
ONB-0257,ACC-0478,RapidFix Pest Control Solutions,Pro,Omar Castillo,2022-07-31,2022-08-30,21,30,No,9,Customer unresponsive,Integrations,No,Yes,Yes,Yes,Yes,No,55.2,1
ONB-0258,ACC-0148,SwiftLine HVAC Partners,Pro,Lena Fischer,2023-09-01,2023-09-26,21,25,No,4,QuickBooks sync failure,Data Migration,No,No,Yes,Yes,No,Yes,78.4,5
ONB-0259,ACC-0455,Allied Electrical Technologies,Growth,Emma Solis,2024-08-04,2024-08-25,21,21,Yes,0,None,Go-Live,No,Yes,Yes,Yes,No,Yes,66.6,2
ONB-0260,ACC-0004,Regional Electrical Services,Pro,Jordan Blake,2024-08-23,2024-10-10,21,48,No,27,None,Go-Live,No,Yes,Yes,Yes,Yes,No,94.8,7
ONB-0261,ACC-0384,RapidFix Pest Control Group,Pro,Felix Brennan,2023-06-28,2023-07-28,21,30,No,9,None,Configuration,No,Yes,Yes,Yes,No,No,55.8,6
ONB-0262,ACC-0061,Metro Facilities Management Technologies,Growth,Sadia Islam,2023-09-07,2023-09-28,21,21,Yes,0,None,Integrations,No,Yes,Yes,Yes,No,Yes,79.6,5
ONB-0263,ACC-0556,Elite Pest Control Technologies,Growth,Lena Fischer,2022-12-03,2023-02-01,21,60,No,39,Technician app resistance,Data Migration,No,Yes,Yes,Yes,Yes,No,50.4,0
ONB-0264,ACC-0358,Summit Plumbing Associates,Starter,Emma Solis,2023-05-31,2023-07-08,21,38,No,17,Customer unresponsive,Completed,Yes,Yes,Yes,Yes,No,No,68.8,2
ONB-0265,ACC-0160,OneCall Landscaping Associates,Starter,Omar Castillo,2022-11-01,2022-12-01,21,30,No,9,Technician app resistance,Integrations,No,Yes,Yes,No,Yes,No,82.6,1
ONB-0266,ACC-0191,Pinnacle Landscaping Associates,Growth,Ravi Mehta,2023-11-03,2023-12-21,21,48,No,27,None,Configuration,No,Yes,Yes,Yes,Yes,No,64.0,2
ONB-0267,ACC-0489,Heritage HVAC Experts,Pro,Sadia Islam,2023-02-26,2023-03-28,21,30,No,9,Technician app resistance,Data Migration,No,Yes,Yes,Yes,No,No,72.3,9
ONB-0268,ACC-0169,Pinnacle HVAC Partners,Growth,Felix Brennan,2022-08-16,2022-09-10,21,25,No,4,Data migration issues,Go-Live,No,Yes,Yes,Yes,No,Yes,76.0,9
ONB-0269,ACC-0342,Metro HVAC Partners,Starter,Ravi Mehta,2023-06-06,2023-07-14,21,38,No,17,Technician app resistance,Configuration,No,Yes,Yes,No,No,No,49.7,2
ONB-0270,ACC-0198,SwiftLine Facilities Management Group,Enterprise,Sadia Islam,2022-08-09,2022-08-30,21,21,Yes,0,None,Integrations,No,No,Yes,Yes,No,Yes,66.0,9
ONB-0271,ACC-0504,Heritage Pest Control Solutions,Pro,Ravi Mehta,2023-10-18,2023-11-17,21,30,No,9,Customer unresponsive,Training,No,Yes,Yes,Yes,Yes,No,87.4,9
ONB-0272,ACC-0101,ProServ Plumbing Technologies,Growth,Sadia Islam,2022-06-27,2022-08-14,21,48,No,27,Customer unresponsive,Kickoff,No,Yes,Yes,Yes,No,No,76.2,6
ONB-0273,ACC-0247,Heritage Landscaping Solutions,Growth,Sadia Islam,2024-01-24,2024-02-14,21,21,Yes,0,None,Integrations,No,Yes,Yes,Yes,Yes,Yes,72.0,0
ONB-0274,ACC-0021,Heritage Facilities Management Associates,Growth,Ravi Mehta,2024-08-18,2024-09-08,21,21,Yes,0,None,Completed,Yes,Yes,Yes,Yes,No,Yes,58.1,2
ONB-0275,ACC-0451,SwiftLine Plumbing Systems,Growth,Felix Brennan,2024-02-05,2024-03-06,21,30,No,9,Technician app resistance,Completed,Yes,Yes,Yes,Yes,No,No,51.8,4
ONB-0276,ACC-0498,SwiftLine Electrical Professionals,Pro,Tanya Oluoch,2023-11-15,2023-12-06,21,21,Yes,0,None,Completed,Yes,Yes,Yes,Yes,No,Yes,76.6,2
ONB-0277,ACC-0172,Elite Pest Control Works,Starter,Sadia Islam,2023-09-29,2023-10-24,21,25,No,4,Technician app resistance,Data Migration,No,Yes,Yes,Yes,Yes,Yes,58.0,5
ONB-0278,ACC-0333,Metro Electrical Solutions,Starter,Omar Castillo,2023-01-16,2023-02-06,21,21,Yes,0,None,Integrations,No,Yes,Yes,No,No,Yes,81.4,3
ONB-0279,ACC-0055,Apex HVAC Partners,Growth,Emma Solis,2023-05-19,2023-06-06,21,18,Yes,0,None,Configuration,No,Yes,Yes,Yes,Yes,Yes,72.0,1
ONB-0280,ACC-0034,Elite Facilities Management Solutions,Starter,Emma Solis,2024-08-07,2024-08-25,21,18,Yes,0,None,Go-Live,No,Yes,Yes,No,No,Yes,78.4,0
